,response_time,self_sentiment,replied_sentiment,user_id,language,mention_count,airline,tweet_length,user
0,no_reply,[],Null,,3420691215,0,3420691215,140,not_airline
1,no_reply,[british_airways],Null,,394376606,0,394376606,16,not_airline
2,no_reply,[americanair],Null,,36488556,0,36488556,140,not_airline
3,no_reply,[klm],Null,,14193348,0,14193348,140,not_airline
4,no_reply,[easyjet],Null,,1025334292166127617,0,1025334292166127617,77,not_airline
5,no_reply,[british_airways],Null,,1662186764,0,1662186764,112,not_airline
6,no_reply,[easyjet],Null,,19610469,0,19610469,173,not_airline
7,no_reply,[americanair],Null,,2730172562,0,2730172562,279,not_airline
8,no_reply,[americanair],Null,,415065617,0,415065617,49,not_airline
9,no_reply,[easyjet],Null,,210981687,0,210981687,131,not_airline
10,no_reply,[virginatlantic],Null,,288109185,0,288109185,60,not_airline
11,no_reply,[americanair],Null,,2740476184,0,2740476184,276,not_airline
12,no_reply,"[etihadairways, etihad]",Null,,49439949,0,49439949,81,not_airline
13,no_reply,[americanair],Null,,319360391,0,319360391,67,not_airline
14,no_reply,[ryanair],Null,,1582838545,0,1582838545,41,not_airline
15,no_reply,[],Null,,224916583,0,224916583,140,not_airline
16,no_reply,[americanair],Null,,814961064051961861,0,814961064051961861,70,not_airline
17,no_reply,[ryanair],Null,,21404541,0,21404541,151,not_airline
18,no_reply,[],Null,,18332190,0,18332190,138,not_airline
19,no_reply,[],Null,,25155337,0,25155337,26,not_airline
20,no_reply,[ryanair],Null,,1024338385404682246,0,1024338385404682246,140,not_airline
21,no_reply,[americanair],Null,,224414541,0,224414541,131,not_airline
22,no_reply,[ryanair],Null,,30691018,0,30691018,139,not_airline
23,no_reply,[],Null,,18332190,0,18332190,107,not_airline
24,no_reply,[],Null,,471878399,0,471878399,89,not_airline
25,no_reply,[americanair],Null,,839511316712796161,0,839511316712796161,256,not_airline
26,no_reply,[],Null,,839511316712796161,0,839511316712796161,140,not_airline
27,no_reply,[ryanair],Null,,183402202,0,183402202,307,not_airline
28,no_reply,[british_airways],Null,,3363341139,0,3363341139,140,not_airline
29,no_reply,"[easyjet, ryanair]",Null,,307863635,0,307863635,28,not_airline
30,no_reply,[ryanair],Null,,1277970080,0,1277970080,38,not_airline
31,no_reply,[],Null,,18332190,0,18332190,105,not_airline
32,no_reply,[],Null,,18332190,0,18332190,106,not_airline
33,no_reply,[klm],Null,,728236673037914112,0,728236673037914112,172,not_airline
34,no_reply,[americanair],Null,,929369002861907969,0,929369002861907969,107,not_airline
35,no_reply,[ryanair],Null,,949573140,0,949573140,140,not_airline
36,no_reply,[americanair],Null,,404741587,0,404741587,143,not_airline
37,0.039820555555555553,[virginatlantic],0.0291504,,399986728,0,399986728,35,not_airline
38,no_reply,[easyjet],Null,,211830847,0,211830847,140,not_airline
39,0.05509888888888889,[],-0.860331,,38676903,0,38676903,195,not_airline
40,no_reply,[americanair],Null,,22283971,0,22283971,140,not_airline
41,no_reply,[],Null,,218730857,0,218730857,120,not_airline
42,no_reply,[],Null,,1542862735,0,1542862735,93,not_airline
43,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,68,not_airline
44,no_reply,[klm],Null,,1328529979,0,1328529979,140,not_airline
45,no_reply,[klm],Null,,1328529979,0,1328529979,140,not_airline
46,no_reply,[klm],Null,,551990221,0,551990221,140,not_airline
47,no_reply,[americanair],Null,,204548115,0,204548115,152,not_airline
48,no_reply,[ryanair],Null,,391576911,0,391576911,38,not_airline
49,no_reply,[singaporeair],Null,,339580924,0,339580924,140,not_airline
50,no_reply,[],Null,,47997665,0,47997665,126,not_airline
51,no_reply,[],Null,,839511316712796161,0,839511316712796161,140,not_airline
52,no_reply,[americanair],Null,,413084297,0,413084297,140,not_airline
53,no_reply,[airfrance],Null,,888817472,0,888817472,263,not_airline
54,no_reply,[british_airways],Null,,309076025,0,309076025,71,not_airline
55,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,120,not_airline
56,no_reply,[ryanair],Null,,4653927497,0,4653927497,65,not_airline
57,no_reply,"[airfrance, americanair]",Null,,23379925,0,23379925,133,not_airline
58,no_reply,[],Null,,66965248,0,66965248,55,not_airline
59,no_reply,[americanair],Null,,39829618,0,39829618,258,not_airline
60,no_reply,[british_airways],Null,,26207568,0,26207568,47,not_airline
61,no_reply,[ryanair],Null,,4709600968,0,4709600968,111,not_airline
62,no_reply,[],Null,,18332190,0,18332190,255,not_airline
63,no_reply,[americanair],Null,,29051135,0,29051135,124,not_airline
64,no_reply,[virginatlantic],Null,,43168062,0,43168062,267,not_airline
65,no_reply,[lufthansa],Null,,20072473,0,20072473,162,not_airline
66,no_reply,[ryanair],Null,,96206689,0,96206689,140,not_airline
67,no_reply,"[etihadairways, etihad]",Null,,516540245,0,516540245,107,not_airline
68,no_reply,[british_airways],Null,,2476843155,0,2476843155,130,not_airline
69,no_reply,[singaporeair],Null,,795247939744661504,0,795247939744661504,140,not_airline
70,no_reply,[],Null,,18332190,0,18332190,256,not_airline
71,no_reply,[qantas],Null,,950363266622013440,0,950363266622013440,140,not_airline
72,0.013761388888888889,[british_airways],0.0758163,,586517829,0,586517829,67,not_airline
73,no_reply,[easyjet],Null,,2682324487,0,2682324487,247,not_airline
74,no_reply,[americanair],Null,,932971926695436288,0,932971926695436288,124,not_airline
75,no_reply,[americanair],Null,,18544142,0,18544142,130,not_airline
76,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,107,not_airline
77,no_reply,[americanair],Null,,885802861,0,885802861,172,not_airline
78,no_reply,[americanair],Null,,1131165820388859905,0,1131165820388859905,95,not_airline
79,no_reply,[lufthansa],Null,,215149966,0,215149966,138,not_airline
80,no_reply,[americanair],Null,,31464694,0,31464694,143,not_airline
81,no_reply,[],Null,,1542862735,0,1542862735,88,not_airline
82,no_reply,[british_airways],Null,,100331970,0,100331970,136,not_airline
83,no_reply,[ryanair],Null,,975716743,0,975716743,294,not_airline
84,no_reply,[british_airways],Null,,131068688,0,131068688,73,not_airline
85,no_reply,[ryanair],Null,,849304141801324544,0,849304141801324544,284,not_airline
86,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,107,not_airline
87,no_reply,[americanair],Null,,595794252,0,595794252,140,not_airline
88,no_reply,[qantas],Null,,2330140261,0,2330140261,65,not_airline
89,no_reply,[virginatlantic],Null,,285549911,0,285549911,137,not_airline
90,no_reply,[],Null,,18332190,0,18332190,165,not_airline
91,no_reply,[ryanair],Null,,169306443,0,169306443,202,not_airline
92,no_reply,[british_airways],Null,,236935150,0,236935150,261,not_airline
93,no_reply,[americanair],Null,,595794252,0,595794252,163,not_airline
94,no_reply,[klm],Null,,2647135648,0,2647135648,96,not_airline
95,no_reply,[],Null,,830009041443229697,0,830009041443229697,140,not_airline
96,no_reply,[americanair],Null,,1645263127,0,1645263127,29,not_airline
97,no_reply,[americanair],Null,,3571370003,0,3571370003,109,not_airline
98,no_reply,[british_airways],Null,,211830847,0,211830847,130,not_airline
99,no_reply,[easyjet],Null,,211830847,0,211830847,140,not_airline
100,no_reply,[americanair],Null,,524546517,0,524546517,282,not_airline
101,no_reply,[americanair],Null,,3383965005,0,3383965005,241,not_airline
102,no_reply,[americanair],Null,,15234075,0,15234075,140,not_airline
103,no_reply,[americanair],Null,,3654189561,0,3654189561,143,not_airline
104,no_reply,"[british_airways, british airways]",Null,,4784875173,0,4784875173,93,not_airline
105,no_reply,[],Null,,437559626,0,437559626,139,not_airline
106,no_reply,[virginatlantic],Null,,830009041443229697,0,830009041443229697,80,not_airline
107,no_reply,[american airlines],Null,,18332190,0,18332190,179,not_airline
108,no_reply,[],Null,,1542862735,0,1542862735,76,not_airline
109,no_reply,[klm],Null,,1065921377654444032,0,1065921377654444032,181,not_airline
110,no_reply,[],Null,,22536055,0,22536055,25,not_airline
111,no_reply,[virginatlantic],Null,,729977687473803264,0,729977687473803264,114,not_airline
112,no_reply,[lufthansa],Null,,1111629203097702403,0,1111629203097702403,104,not_airline
113,no_reply,[ryanair],Null,,18863361,0,18863361,76,not_airline
114,0.07936027777777778,[british_airways],0.0758163,,14230062,0,14230062,35,not_airline
115,no_reply,[virginatlantic],Null,,875637231112683522,0,875637231112683522,129,not_airline
116,no_reply,[],Null,,3096193658,0,3096193658,134,not_airline
117,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,123,not_airline
118,no_reply,[easyjet],Null,,111556423,0,111556423,119,not_airline
119,no_reply,[americanair],Null,,21141042,0,21141042,44,not_airline
120,0.1976763888888889,[],0.673432,,18332190,0,18332190,163,not_airline
121,no_reply,[qantas],Null,,1113920011150565376,0,1113920011150565376,163,not_airline
122,no_reply,[],Null,,1542862735,0,1542862735,94,not_airline
123,no_reply,[americanair],Null,,595794252,0,595794252,203,not_airline
124,no_reply,[],Null,,20626359,0,20626359,88,not_airline
125,no_reply,[british_airways],Null,,1347415819,0,1347415819,104,not_airline
126,no_reply,[british_airways],Null,,2483703248,0,2483703248,140,not_airline
127,0.18839472222222223,[americanair],-0.942936,,30231490,0,30231490,115,not_airline
128,no_reply,"[etihadairways, etihad]",Null,,1485407606,0,1485407606,89,not_airline
129,no_reply,[singaporeair],Null,,80875149,0,80875149,157,not_airline
130,no_reply,[virginatlantic],Null,,44208898,0,44208898,113,not_airline
131,no_reply,[easyjet],Null,,153861315,0,153861315,54,not_airline
132,0.01909472222222222,[virginatlantic],0.380543,,937324795401785345,0,937324795401785345,36,not_airline
133,0.021038333333333332,[virginatlantic],0.380543,,1596710604,0,1596710604,20,not_airline
134,no_reply,[lufthansa],Null,,23245738,0,23245738,100,not_airline
135,no_reply,[easyjet],Null,,1028086456969908225,0,1028086456969908225,136,not_airline
136,no_reply,[lufthansa],Null,,3425500636,0,3425500636,132,not_airline
137,no_reply,[british_airways],Null,,789032327766740992,0,789032327766740992,122,not_airline
138,no_reply,[airfrance],Null,,42875528,0,42875528,241,not_airline
139,no_reply,[],Null,,18332190,0,18332190,221,not_airline
140,no_reply,[],Null,,22536055,0,22536055,137,not_airline
141,0.02184138888888889,[americanair],0.228435,,319360391,0,319360391,112,not_airline
142,no_reply,[ryanair],Null,,2465504633,0,2465504633,106,not_airline
143,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,121,not_airline
144,no_reply,[americanair],Null,,29717676,0,29717676,145,not_airline
145,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,114,not_airline
146,no_reply,[americanair],Null,,1056723086077321217,0,1056723086077321217,93,not_airline
147,0.015071944444444445,[british_airways],-0.0302823,,2918518965,0,2918518965,59,not_airline
148,no_reply,[],Null,,52427722,0,52427722,139,not_airline
149,no_reply,[easyjet],Null,,58814983,0,58814983,140,not_airline
150,no_reply,[qantas],Null,,226833772,0,226833772,29,not_airline
151,no_reply,"[etihadairways, etihad]",Null,,4056161593,0,4056161593,140,not_airline
152,no_reply,[ryanair],Null,,2465504633,0,2465504633,61,not_airline
153,no_reply,[ryanair],Null,,1122620459143634945,0,1122620459143634945,76,not_airline
154,no_reply,[ryanair],Null,,745682893,0,745682893,267,not_airline
155,no_reply,[americanair],Null,,20683045,0,20683045,115,not_airline
156,no_reply,[virginatlantic],Null,,22672731,0,22672731,287,not_airline
157,no_reply,[ryanair],Null,,2532336246,0,2532336246,175,not_airline
158,no_reply,[ryanair],Null,,993939740,0,993939740,56,not_airline
159,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,119,not_airline
160,no_reply,[],Null,,111277860,0,111277860,139,not_airline
161,no_reply,[ryanair],Null,,1179907339,0,1179907339,225,not_airline
162,no_reply,[ryanair],Null,,2879291217,0,2879291217,139,not_airline
163,no_reply,[klm],Null,,244214563,0,244214563,127,not_airline
164,no_reply,[qantas],Null,,1070634766565703681,0,1070634766565703681,292,not_airline
165,no_reply,[],Null,,391606213,0,391606213,139,not_airline
166,no_reply,[british_airways],Null,,538363170,0,538363170,242,not_airline
167,no_reply,[easyjet],Null,,2811697755,0,2811697755,243,not_airline
168,no_reply,"[etihadairways, etihad]",Null,,19913832,0,19913832,198,not_airline
169,no_reply,[],Null,,1039633351102095361,0,1039633351102095361,139,not_airline
170,no_reply,[ryanair],Null,,873740360434028544,0,873740360434028544,140,not_airline
171,no_reply,[americanair],Null,,409290836,0,409290836,139,not_airline
172,no_reply,[americanair],Null,,274781790,0,274781790,88,not_airline
173,no_reply,[klm],Null,,1109522354206584833,0,1109522354206584833,124,not_airline
174,no_reply,[],Null,,173130747,0,173130747,49,not_airline
175,no_reply,[americanair],Null,,822215016,0,822215016,72,not_airline
176,no_reply,[ryanair],Null,,519702429,0,519702429,82,not_airline
177,no_reply,[ryanair],Null,,1854380376,0,1854380376,72,not_airline
178,no_reply,[british_airways],Null,,5404442,0,5404442,97,not_airline
179,no_reply,[qantas],Null,,1018394185,0,1018394185,111,not_airline
180,no_reply,[americanair],Null,,901094791093653504,0,901094791093653504,132,not_airline
181,no_reply,[],Null,,961541558158987264,0,961541558158987264,139,not_airline
182,no_reply,[americanair],Null,,346402393,0,346402393,140,not_airline
183,no_reply,[easyjet],Null,,2725894807,0,2725894807,62,not_airline
184,no_reply,[singaporeair],Null,,921912907,0,921912907,96,not_airline
185,no_reply,[lufthansa],Null,,3108044844,0,3108044844,104,not_airline
186,no_reply,[british_airways],Null,,14365202,0,14365202,110,not_airline
187,no_reply,[],Null,,56526010,0,56526010,139,not_airline
188,0.0319625,[americanair],0.984459,,17239853,0,17239853,29,not_airline
189,no_reply,[americanair],Null,,29602561,0,29602561,149,not_airline
190,no_reply,[british_airways],Null,,1952422004,0,1952422004,179,not_airline
191,0.19710833333333333,[],-0.00590617,,18332190,0,18332190,109,not_airline
192,no_reply,[british_airways],Null,,2567702362,0,2567702362,139,not_airline
193,no_reply,[klm],Null,,66970237,0,66970237,139,not_airline
194,no_reply,[british_airways],Null,,123084187,0,123084187,180,not_airline
195,no_reply,[british_airways],Null,,1125392781504143363,0,1125392781504143363,295,not_airline
196,no_reply,[lufthansa],Null,,219026469,0,219026469,82,not_airline
197,no_reply,"[etihadairways, etihad]",Null,,197354085,0,197354085,139,not_airline
198,no_reply,[british_airways],Null,,868083519045722113,0,868083519045722113,75,not_airline
199,no_reply,[ryanair],Null,,979713974244708353,0,979713974244708353,267,not_airline
200,no_reply,[],Null,,2450135906,0,2450135906,57,not_airline
201,no_reply,[british_airways],Null,,960136106695168005,0,960136106695168005,69,not_airline
202,no_reply,[easyjet],Null,,3059457425,0,3059457425,119,not_airline
203,0.0450575,[british_airways],-0.939644,,18557692,0,18557692,196,not_airline
204,no_reply,[],Null,,14988387,0,14988387,48,not_airline
205,no_reply,[],Null,,22536055,0,22536055,118,not_airline
206,no_reply,[ryanair],Null,,61661638,0,61661638,56,not_airline
207,no_reply,[ryanair],Null,,732361939490312192,0,732361939490312192,57,not_airline
208,no_reply,[americanair],Null,,939717553,0,939717553,305,not_airline
209,no_reply,[],Null,,3355079289,0,3355079289,139,not_airline
210,no_reply,[airfrance],Null,,388952247,0,388952247,257,not_airline
211,no_reply,[ryanair],Null,,22077248,0,22077248,139,not_airline
212,no_reply,[airfrance],Null,,1001534194898669569,0,1001534194898669569,138,not_airline
213,no_reply,[americanair],Null,,1645263127,0,1645263127,118,not_airline
214,no_reply,[ryanair],Null,,959927728018481154,0,959927728018481154,106,not_airline
215,no_reply,[ryanair],Null,,828767214018953217,0,828767214018953217,59,not_airline
216,0.06578944444444444,[british_airways],-0.939644,,30589450,0,30589450,86,not_airline
217,no_reply,[americanair],Null,,330049498,0,330049498,64,not_airline
218,no_reply,[americanair],Null,,1056716616,0,1056716616,140,not_airline
219,no_reply,[virginatlantic],Null,,217213963,0,217213963,61,not_airline
220,no_reply,[],Null,,20626359,0,20626359,94,not_airline
221,no_reply,[americanair],Null,,416031805,0,416031805,269,not_airline
222,no_reply,[easyjet],Null,,20604276,0,20604276,144,not_airline
223,0.07187138888888889,[british_airways],-0.939644,,18557692,0,18557692,317,not_airline
224,no_reply,[],Null,,21191365,0,21191365,140,not_airline
225,no_reply,[easyjet],Null,,715825707952250880,0,715825707952250880,136,not_airline
226,no_reply,[],Null,,753970749132697600,0,753970749132697600,140,not_airline
227,no_reply,[],Null,,22536055,0,22536055,132,not_airline
228,no_reply,[ryanair],Null,,93726008,0,93726008,220,not_airline
229,0.08743777777777778,[british_airways],-0.939644,,5404442,0,5404442,127,not_airline
230,no_reply,[british_airways],Null,,1299769218,0,1299769218,107,not_airline
231,no_reply,[americanair],Null,,14569589,0,14569589,91,not_airline
232,no_reply,[british_airways],Null,,5404442,0,5404442,140,not_airline
233,no_reply,[klm],Null,,2835499934,0,2835499934,303,not_airline
234,no_reply,[singaporeair],Null,,2288784590,0,2288784590,97,not_airline
235,0.012115833333333333,[british_airways],0.823579,,23217907,0,23217907,81,not_airline
236,0.012665555555555555,[british_airways],0.823579,,1071509078906716163,0,1071509078906716163,90,not_airline
237,no_reply,[],Null,,247506940,0,247506940,139,not_airline
238,0.28756611111111113,[british_airways],0.0758163,,14230062,0,14230062,73,not_airline
239,0.27750416666666666,[],0.0803128,,22536055,0,22536055,53,not_airline
240,no_reply,[],Null,,139853489,0,139853489,140,not_airline
241,no_reply,[],Null,,139853489,0,139853489,140,not_airline
242,0.11162111111111112,[british_airways],-0.939644,,31368226,0,31368226,43,not_airline
243,no_reply,[americanair],Null,,2990199901,0,2990199901,140,not_airline
244,0.02326027777777778,[british_airways],0.823579,,827925589441073153,0,827925589441073153,111,not_airline
245,no_reply,[],Null,,41127299,0,41127299,140,not_airline
246,no_reply,[americanair],Null,,78341599,0,78341599,140,not_airline
247,0.027600833333333335,[british_airways],0.823579,,35458374,0,35458374,51,not_airline
248,no_reply,[americanair],Null,,781266705909678080,0,781266705909678080,136,not_airline
249,no_reply,[easyjet],Null,,870416724,0,870416724,188,not_airline
250,no_reply,[lufthansa],Null,,735605719,0,735605719,239,not_airline
251,no_reply,[ryanair],Null,,3298560674,0,3298560674,153,not_airline
252,no_reply,[],Null,,919668458,0,919668458,140,not_airline
253,no_reply,[],Null,,919668458,0,919668458,140,not_airline
254,no_reply,[americanair],Null,,462445979,0,462445979,140,not_airline
255,no_reply,[americanair],Null,,1262121307,0,1262121307,143,not_airline
256,no_reply,[ryanair],Null,,2066451,0,2066451,154,not_airline
257,no_reply,[ryanair],Null,,905779194088579072,0,905779194088579072,140,not_airline
258,no_reply,[lufthansa],Null,,1043128725540405248,0,1043128725540405248,281,not_airline
259,no_reply,[ryanair],Null,,852848107,0,852848107,140,not_airline
260,no_reply,[klm],Null,,551990221,0,551990221,140,not_airline
261,no_reply,[americanair],Null,,395744245,0,395744245,127,not_airline
262,no_reply,"[klm, airfrance]",Null,,56459096,0,56459096,259,not_airline
263,0.05290888888888889,"[klm, british_airways]",0.0770089,,94425945,0,94425945,174,not_airline
264,0.11118472222222223,[british_airways],-0.365127,,1952422004,0,1952422004,278,not_airline
265,0.05159305555555556,[],0.823579,,18332190,0,18332190,99,not_airline
266,0.044360277777777776,[british_airways],0.946689,,1097161,0,1097161,89,not_airline
267,0.04314472222222222,"[americanair, american airlines]",0.0826307,,2757496244,0,2757496244,93,not_airline
268,no_reply,[americanair],Null,,3095448388,0,3095448388,140,not_airline
269,no_reply,[ryanair],Null,,1316958726,0,1316958726,114,not_airline
270,0.19374194444444445,[],0.0312079,,218730857,0,218730857,102,not_airline
271,no_reply,[],Null,,109693443,0,109693443,140,not_airline
272,no_reply,[singaporeair],Null,,19183127,0,19183127,140,not_airline
273,no_reply,[klm],Null,,14372091,0,14372091,90,not_airline
274,no_reply,[virginatlantic],Null,,256479855,0,256479855,281,not_airline
275,0.16070916666666665,[americanair],0.984459,,2241593742,0,2241593742,77,not_airline
276,no_reply,[klm],Null,,976913773381537794,0,976913773381537794,277,not_airline
277,no_reply,[],Null,,22536055,0,22536055,113,not_airline
278,no_reply,[easyjet],Null,,261785947,0,261785947,41,not_airline
279,0.25621777777777777,[],-0.687033,,218730857,0,218730857,101,not_airline
280,no_reply,"[klm, airfrance]",Null,,56459096,0,56459096,259,not_airline
281,no_reply,[americanair],Null,,406811245,0,406811245,140,not_airline
282,no_reply,[virginatlantic],Null,,20062178,0,20062178,113,not_airline
283,no_reply,[singapore airlines],Null,,1032205575935934464,0,1032205575935934464,139,not_airline
284,no_reply,[klm],Null,,801743631073746944,0,801743631073746944,49,not_airline
285,0.26589694444444445,[british_airways],-0.181461,,1662186764,0,1662186764,139,not_airline
286,no_reply,[americanair],Null,,968496049030619137,0,968496049030619137,116,not_airline
287,no_reply,[klm],Null,,152325040,0,152325040,260,not_airline
288,no_reply,[lufthansa],Null,,19183127,0,19183127,127,not_airline
289,0.06156,[],-0.348779,,38676903,0,38676903,270,not_airline
290,0.26625638888888886,[american airlines],-0.763108,,18332190,0,18332190,205,not_airline
291,no_reply,[ryanair],Null,,333374993,0,333374993,140,not_airline
292,no_reply,[ryanair],Null,,942724130465558528,0,942724130465558528,115,not_airline
293,no_reply,[british_airways],Null,,824397762116648961,0,824397762116648961,91,not_airline
294,no_reply,[],Null,,38676903,0,38676903,148,not_airline
295,no_reply,"[klm, british_airways]",Null,,5404442,0,5404442,138,not_airline
296,0.011306666666666666,[easyjet],0.231261,,870416724,0,870416724,127,not_airline
297,no_reply,[americanair],Null,,18494463,0,18494463,140,not_airline
298,no_reply,"[klm, virginatlantic]",Null,,16653237,0,16653237,259,not_airline
299,no_reply,[virginatlantic],Null,,588438432,0,588438432,196,not_airline
300,no_reply,[],Null,,18494463,0,18494463,48,not_airline
301,no_reply,[klm],Null,,152325040,0,152325040,226,not_airline
302,no_reply,[klm],Null,,4806232401,0,4806232401,143,not_airline
303,no_reply,[british_airways],Null,,2373504637,0,2373504637,122,not_airline
304,0.13400361111111112,[british_airways],-0.81661,,4803660143,0,4803660143,188,not_airline
305,no_reply,"[etihadairways, etihad]",Null,,857578826888605696,0,857578826888605696,87,not_airline
306,no_reply,[],Null,,1538869537,0,1538869537,139,not_airline
307,no_reply,"[etihadairways, etihad]",Null,,857578826888605696,0,857578826888605696,140,not_airline
308,no_reply,[ryanair],Null,,3298550437,0,3298550437,40,not_airline
309,no_reply,"[etihadairways, etihad]",Null,,857578826888605696,0,857578826888605696,140,not_airline
310,no_reply,[],Null,,18332190,0,18332190,294,not_airline
311,no_reply,"[etihadairways, etihad]",Null,,857578826888605696,0,857578826888605696,140,not_airline
312,no_reply,"[etihadairways, etihad]",Null,,857578826888605696,0,857578826888605696,140,not_airline
313,0.20052027777777778,[qantas],-0.848873,,218730857,0,218730857,193,not_airline
314,no_reply,[ryanair],Null,,562690864,0,562690864,103,not_airline
315,no_reply,[klm],Null,,152325040,0,152325040,260,not_airline
316,no_reply,[ryanair],Null,,1083749497,0,1083749497,73,not_airline
317,no_reply,[],Null,,18332190,0,18332190,289,not_airline
318,no_reply,[easyjet],Null,,2481472643,0,2481472643,164,not_airline
319,no_reply,[qantas],Null,,759460420352630788,0,759460420352630788,102,not_airline
320,no_reply,[virginatlantic],Null,,2778328890,0,2778328890,140,not_airline
321,no_reply,[klm],Null,,152325040,0,152325040,235,not_airline
322,no_reply,[americanair],Null,,1100803344203829248,0,1100803344203829248,124,not_airline
323,no_reply,[ryanair],Null,,1083749497,0,1083749497,50,not_airline
324,no_reply,"[etihadairways, etihad]",Null,,4593924209,0,4593924209,139,not_airline
325,0.49172638888888887,[],-0.202477,,1542862735,0,1542862735,84,not_airline
326,no_reply,[ryanair],Null,,4423767916,0,4423767916,287,not_airline
327,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,126,not_airline
328,no_reply,[british_airways],Null,,1653482449,0,1653482449,124,not_airline
329,no_reply,[qantas],Null,,3829582934,0,3829582934,49,not_airline
330,no_reply,[americanair],Null,,1485887796,0,1485887796,148,not_airline
331,no_reply,[ryanair],Null,,4423767916,0,4423767916,39,not_airline
332,0.03902972222222222,[],0.258493,,38676903,0,38676903,132,not_airline
333,no_reply,[klm],Null,,2439577890,0,2439577890,74,not_airline
334,no_reply,[americanair],Null,,1565741676,0,1565741676,139,not_airline
335,no_reply,[],Null,,1024338385404682246,0,1024338385404682246,140,not_airline
336,0.14569416666666668,[british_airways],0.823579,,3238327188,0,3238327188,66,not_airline
337,no_reply,[klm],Null,,152325040,0,152325040,237,not_airline
338,no_reply,[americanair],Null,,21435317,0,21435317,279,not_airline
339,no_reply,[americanair],Null,,1089756981634560002,0,1089756981634560002,139,not_airline
340,no_reply,[americanair],Null,,137854112,0,137854112,193,not_airline
341,0.38696555555555556,[],0.946256,,18332190,0,18332190,68,not_airline
342,no_reply,[americanair],Null,,3020211808,0,3020211808,49,not_airline
343,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,93,not_airline
344,no_reply,[singapore airlines],Null,,2339648345,0,2339648345,139,not_airline
345,no_reply,[ryanair],Null,,26193908,0,26193908,57,not_airline
346,no_reply,[klm],Null,,152325040,0,152325040,233,not_airline
347,no_reply,[klm],Null,,762396998532231169,0,762396998532231169,100,not_airline
348,0.11027361111111111,"[klm, british_airways]",-0.845754,,65042747,0,65042747,176,not_airline
349,no_reply,[easyjet],Null,,746592379512168449,0,746592379512168449,281,not_airline
350,no_reply,[ryanair],Null,,712055036,0,712055036,242,not_airline
351,no_reply,[klm],Null,,15628784,0,15628784,58,not_airline
352,no_reply,[],Null,,263680383,0,263680383,139,not_airline
353,no_reply,[ryanair],Null,,139357610,0,139357610,183,not_airline
354,no_reply,[],Null,,263680383,0,263680383,139,not_airline
355,no_reply,[british_airways],Null,,758388448868851712,0,758388448868851712,171,not_airline
356,no_reply,[],Null,,564503087,0,564503087,121,not_airline
357,no_reply,[],Null,,38676903,0,38676903,262,not_airline
358,no_reply,[air france],Null,,2723375605,0,2723375605,99,not_airline
359,no_reply,[qantas],Null,,2313203036,0,2313203036,184,not_airline
360,no_reply,[americanair],Null,,749070615643054080,0,749070615643054080,186,not_airline
361,no_reply,[americanair],Null,,932235374327488512,0,932235374327488512,334,not_airline
362,no_reply,[americanair],Null,,312220241,0,312220241,140,not_airline
363,0.18398722222222222,[british_airways],0.0770089,,4803660143,0,4803660143,131,not_airline
364,no_reply,[americanair],Null,,828802288693235713,0,828802288693235713,246,not_airline
365,no_reply,[americanair],Null,,1089756981634560002,0,1089756981634560002,140,not_airline
366,no_reply,"[etihadairways, etihad]",Null,,1107056369079894017,0,1107056369079894017,87,not_airline
367,no_reply,"[etihadairways, etihad]",Null,,1107056369079894017,0,1107056369079894017,140,not_airline
368,0.14129277777777777,"[klm, british_airways]",-0.845754,,1106661159057453061,0,1106661159057453061,89,not_airline
369,no_reply,"[etihadairways, etihad]",Null,,807435956194185217,0,807435956194185217,89,not_airline
370,no_reply,[americanair],Null,,2171384016,0,2171384016,182,not_airline
371,no_reply,[americanair],Null,,24702587,0,24702587,140,not_airline
372,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,93,not_airline
373,0.039795,"[klm, british_airways]",-0.211422,,5404442,0,5404442,95,not_airline
374,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,126,not_airline
375,no_reply,[lufthansa],Null,,2797425211,0,2797425211,109,not_airline
376,0.20269166666666666,[british_airways],0.823579,,2291051376,0,2291051376,74,not_airline
377,0.04124861111111111,[easyjet],0.872351,,746592379512168449,0,746592379512168449,194,not_airline
378,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,125,not_airline
379,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,88,not_airline
380,no_reply,[americanair],Null,,46667977,0,46667977,180,not_airline
381,no_reply,[],Null,,774380156,0,774380156,48,not_airline
382,no_reply,[ryanair],Null,,1121856339297415174,0,1121856339297415174,126,not_airline
383,no_reply,[easyjet],Null,,936928604415578112,0,936928604415578112,140,not_airline
